PeakCoordinates,log2 Fold Change GR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change GR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
15:40050792-40051141,2.5,4.08E-04,4.43E-04,ENSRNOG00000008053,Atp8a2,0,,1:87001012-87001400,1.92,3.95E-02,4.29E-02,ENSRNOG00000020235,Hnrnpl,0
15:18702158-18702560,1.92,4.64E-04,5.03E-04,ENSRNOG00000008167,Abhd6,7026,,5:64806133-64806415,1.74,4.42E-02,4.80E-02,ENSRNOG00000006807,Aldob,0
3:57887618-57888006,2.86,5.34E-04,5.78E-04,ENSRNOG00000022922,Slc25a12,0,,16:20212427-20212733,1.49,4.44E-02,4.81E-02,ENSRNOG00000050776,5S_rRNA,6423
2:106394179-106394586,2.01,7.36E-04,7.96E-04,ENSRNOG00000052367,AABR07009634.1,175933,,2:106394179-106394586,1.43,4.51E-02,4.88E-02,ENSRNOG00000052367,AABR07009634.1,175933
18:27774965-27775357,2.24,8.54E-04,9.23E-04,ENSRNOG00000019525,Hspa9,25731,,2:197348247-197348988,0.72,4.60E-02,4.98E-02,ENSRNOG00000054851,5_8S_rRNA,138213
1:261802812-261803128,1.81,1.00E-03,1.08E-03,ENSRNOG00000051256,R3hcc1l,0,,7:66326691-66327131,1.22,4.65E-02,5.02E-02,ENSRNOG00000004180,Fam19a2,154332
5:64806133-64806415,2.36,1.09E-03,1.18E-03,ENSRNOG00000006807,Aldob,0,,10:43740553-43741151,1.07,5.06E-02,5.47E-02,ENSRNOG00000002682,Zfp692,3580
2:29920926-29921382,2.23,1.50E-03,1.62E-03,ENSRNOG00000054044,SNORA17,9323,,17:80777033-80777403,1.33,5.11E-02,5.52E-02,ENSRNOG00000029047,Cubn,0
10:68614851-68615299,2.36,1.66E-03,1.79E-03,ENSRNOG00000030217,AABR07030122.1,25731,,14:114585863-114586256,1.29,5.67E-02,6.11E-02,ENSRNOG00000005434,Sptbn1,0
10:72798477-72798859,2.18,2.43E-03,2.61E-03,ENSRNOG00000055874,7SK,96602,,1:181215133-181215766,1.2,6.02E-02,6.48E-02,ENSRNOG00000039241,Ythdc2,870133
2:218714260-218714632,1.37,2.59E-03,2.79E-03,ENSRNOG00000013683,S1pr1,55500,,1:15059268-15059610,1.1,7.02E-02,7.55E-02,ENSRNOG00000012074,Ifngr1,2822
11:69764485-69764963,1.58,3.68E-03,3.95E-03,ENSRNOG00000001706,Kalrn,0,,1:10673832-10674233,1.46,7.21E-02,7.75E-02,ENSRNOG00000059769,AABR07000356.1,101406
3:53222692-53223036,1.82,4.19E-03,4.49E-03,ENSRNOG00000038559,AABR07052431.1,92990,,7:145727617-145728305,-1,7.23E-02,7.76E-02,ENSRNOG00000054065,AABR07058976.1,0
8:118083019-118083393,1.98,4.67E-03,5.01E-03,ENSRNOG00000020748,Map4,0,,12:25858807-25859108,1.38,7.95E-02,8.53E-02,ENSRNOG00000051549,U6,79109
10:11305498-11305849,2.05,6.39E-03,6.85E-03,ENSRNOG00000055362,AABR07029172.2,706,,2:34610278-34610622,1.31,8.53E-02,9.14E-02,ENSRNOG00000012655,Adamts6,23524
1:10673832-10674233,2,7.76E-03,8.29E-03,ENSRNOG00000059769,AABR07000356.1,101406,,12:15360981-15361429,1.21,8.63E-02,9.24E-02,ENSRNOG00000024342,Rn60_12_0174.1,13601
1:180896385-180897071,1.11,8.32E-03,8.89E-03,ENSRNOG00000039241,Ythdc2,1188828,,1:261802812-261803128,1.12,9.23E-02,9.87E-02,ENSRNOG00000051256,R3hcc1l,0
2:234748928-234749508,1.89,8.45E-03,9.02E-03,ENSRNOG00000054881,U4,55422,,1:181286563-181286979,-1.08,1.14E-01,1.22E-01,ENSRNOG00000039241,Ythdc2,798920
12:25858807-25859108,1.64,1.76E-02,1.88E-02,ENSRNOG00000051549,U6,79109,,5:168753842-168754228,-1,1.19E-01,1.27E-01,ENSRNOG00000018602,Camta1,19547
16:78833192-78833578,1.42,2.55E-02,2.72E-02,ENSRNOG00000030719,Csmd1,0,,17:7290520-7291024,2.19,1.20E-01,1.28E-01,ENSRNOG00000019533,Klhl3,261281
18:38416622-38417277,-1.04,3.10E-02,3.30E-02,ENSRNOG00000039260,RGD1563060,86843,,1:55731116-55731655,-0.62,1.31E-01,1.40E-01,ENSRNOG00000054834,AABR07001734.1,0
X:36466533-36466965,-3.01,3.68E-02,3.91E-02,ENSRNOG00000003588,AABR07037960.1,186073,,1:55991070-55991460,1.03,1.33E-01,1.42E-01,ENSRNOG00000013671,Vom2r9,95435
4:6878871-6879592,-2.13,4.09E-02,4.35E-02,ENSRNOG00000051749,U6,1038,,2:148156675-148157009,1.38,1.33E-01,1.42E-01,ENSRNOG00000032715,AABR07010705.1,105101
1:55764550-55764898,-0.74,0.07,7.88E-02,ENSRNOG00000054834,AABR07001734.1,10194,,9:12352487-12352999,-1.3,1.33E-01,1.42E-01,ENSRNOG00000049939,AABR07066677.1,5479
12:1512145-1512496,-1.19,0.10,1.10E-01,ENSRNOG00000055570,AABR07034940.2,16,,1:55639995-55640306,-1.19,1.36E-01,1.44E-01,ENSRNOG00000057320,Y_RNA,16036
1:180703408-180703952,0.8,0.14,1.46E-01,ENSRNOG00000039241,Ythdc2,1381947,,14:36789023-36790122,1.24,1.43E-01,1.52E-01,ENSRNOG00000002106,Usp46,33664
X:358549-359774,-0.5,0.14,1.51E-01,ENSRNOG00000054596,AABR07036679.1,98254,,13:33502592-33502967,1.05,1.55E-01,1.65E-01,ENSRNOG00000053423,N/A,645836
12:3351281-3352056,-1.14,0.15,1.62E-01,ENSRNOG00000053067,AABR07035008.1,31101,,16:7884290-7884686,1.55,1.71E-01,1.81E-01,ENSRNOG00000019697,Ankrd28,0
13:33502592-33502967,1.18,0.18,1.88E-01,ENSRNOG00000053423,N/A,645836,,1:180896385-180897071,0.9,1.86E-01,1.96E-01,ENSRNOG00000039241,Ythdc2,1188828
14:4949058-4949433,-2.09,0.20,2.06E-01,ENSRNOG00000047761,Zfp326,49106,,2:8972291-8972802,1.14,1.88E-01,1.99E-01,ENSRNOG00000016306,Adgrv1,0
1:55702646-55703101,-1.11,0.20,2.07E-01,ENSRNOG00000054834,AABR07001734.1,4297,,5:138071356-138071838,1.09,2.13E-01,2.25E-01,ENSRNOG00000054036,SNORA17,41728
2:49370642-49370954,-0.94,0.23,2.38E-01,ENSRNOG00000046657,LOC100910954,11461,,12:1512145-1512496,-0.96,2.18E-01,2.29E-01,ENSRNOG00000055570,AABR07034940.2,16
9:12352487-12352999,-1.59,0.24,2.54E-01,ENSRNOG00000049939,AABR07066677.1,5479,,1:8736973-8737291,1,2.19E-01,2.31E-01,ENSRNOG00000011411,Adgrg6,0
1:181322522-181323163,-0.99,0.24,2.56E-01,ENSRNOG00000039241,Ythdc2,762736,,10:74706139-74706461,0.93,2.22E-01,2.34E-01,ENSRNOG00000006661,Rad51c,0
10:43740553-43741151,0.47,0.25,2.64E-01,ENSRNOG00000002682,Zfp692,3580,,1:181078579-181078964,-0.69,2.28E-01,2.39E-01,ENSRNOG00000039241,Ythdc2,1006935
20:27471764-27472274,-1.42,0.27,2.77E-01,ENSRNOG00000000277,Tet1,34338,,20:27471764-27472274,-0.8,2.33E-01,2.45E-01,ENSRNOG00000000277,Tet1,34338
1:55714639-55715134,-0.85,0.28,2.93E-01,ENSRNOG00000054834,AABR07001734.1,0,,1:180755896-180756757,-0.87,2.48E-01,2.60E-01,ENSRNOG00000039241,Ythdc2,1329142
1:181078579-181078964,0.45,0.31,3.20E-01,ENSRNOG00000039241,Ythdc2,1006935,,1:180852305-180852823,-1.5,2.50E-01,2.62E-01,ENSRNOG00000039241,Ythdc2,1233076
1:56024220-56024702,-1.5,0.37,3.82E-01,ENSRNOG00000013671,Vom2r9,128585,,1:180718939-180719719,0.43,2.63E-01,2.75E-01,ENSRNOG00000039241,Ythdc2,1366180
1:181215133-181215766,0.81,0.38,3.98E-01,ENSRNOG00000039241,Ythdc2,870133,,1:181014130-181015052,-0.48,2.70E-01,2.83E-01,ENSRNOG00000039241,Ythdc2,1070847
1:55734349-55735072,-0.47,0.38,3.99E-01,ENSRNOG00000054834,AABR07001734.1,0,,1:181198906-181199778,-0.5,2.71E-01,2.83E-01,ENSRNOG00000039241,Ythdc2,886121
1:55713457-55713885,-0.57,0.44,4.57E-01,ENSRNOG00000054834,AABR07001734.1,0,,16:21858675-21859068,-2.03,2.71E-01,2.83E-01,ENSRNOG00000055634,AABR07024908.1,51150
1:180804143-180806047,-0.62,0.45,4.66E-01,ENSRNOG00000039241,Ythdc2,1279852,,3:81777040-81777462,1.21,2.83E-01,2.94E-01,ENSRNOG00000060152,AABR07052894.1,22902
3:41608-41914,-0.31,0.45,4.72E-01,ENSRNOG00000058456,AABR07051177.1,31358,,8:85480344-85480665,0.65,2.95E-01,3.08E-01,ENSRNOG00000058555,7SK,0
1:180718939-180719719,0.45,0.47,4.91E-01,ENSRNOG00000039241,Ythdc2,1366180,,16:78833192-78833578,0.74,3.14E-01,3.26E-01,ENSRNOG00000030719,Csmd1,0
16:37749214-37750012,-0.47,0.49,5.10E-01,ENSRNOG00000049792,Glra3,0,,13:33528584-33529258,-0.58,3.17E-01,3.29E-01,ENSRNOG00000053423,N/A,619545
1:55736653-55737217,0.27,0.49,5.11E-01,ENSRNOG00000054834,AABR07001734.1,0,,1:180804143-180806047,-0.46,3.29E-01,3.41E-01,ENSRNOG00000039241,Ythdc2,1279852
8:49186099-49186582,0.25,0.51,5.31E-01,ENSRNOG00000055883,U6atac,15274,,1:55714639-55715134,-0.59,3.47E-01,3.59E-01,ENSRNOG00000054834,AABR07001734.1,0
1:55731116-55731655,-0.29,0.53,5.44E-01,ENSRNOG00000054834,AABR07001734.1,0,,12:466180-466537,0.49,3.64E-01,3.77E-01,ENSRNOG00000051294,Zar1l,24470
1:180852305-180852823,-0.4,0.53,5.49E-01,ENSRNOG00000039241,Ythdc2,1233076,,18:38416622-38417277,-0.67,3.75E-01,3.88E-01,ENSRNOG00000039260,RGD1563060,86843
1:181014130-181015052,-0.56,0.54,5.58E-01,ENSRNOG00000039241,Ythdc2,1070847,,12:480047-480326,-0.5,3.99E-01,4.13E-01,ENSRNOG00000051294,Zar1l,10681
13:33570446-33571224,0.56,0.55,5.69E-01,ENSRNOG00000053423,N/A,577579,,2:49370642-49370954,-1.06,4.19E-01,4.32E-01,ENSRNOG00000046657,LOC100910954,11461
12:1510242-1510795,-0.31,0.55,5.69E-01,ENSRNOG00000055570,AABR07034940.2,0,,1:55764550-55764898,-0.41,4.28E-01,4.41E-01,ENSRNOG00000054834,AABR07001734.1,10194
16:21858675-21859068,-1.01,0.57,5.83E-01,ENSRNOG00000055634,AABR07024908.1,51150,,X:358549-359774,-0.35,4.32E-01,4.45E-01,ENSRNOG00000054596,AABR07036679.1,98254
8:85480344-85480665,0.29,0.60,6.19E-01,ENSRNOG00000058555,7SK,0,,1:55702646-55703101,-0.34,4.81E-01,4.96E-01,ENSRNOG00000054834,AABR07001734.1,4297
1:180755896-180756757,-0.2,0.61,6.29E-01,ENSRNOG00000039241,Ythdc2,1329142,,16:22116419-22117450,-0.39,5.10E-01,5.25E-01,ENSRNOG00000059091,AABR07024932.1,0
13:33503665-33505223,-0.2,0.63,6.42E-01,ENSRNOG00000053423,N/A,643580,,1:181322522-181323163,-0.52,5.13E-01,5.28E-01,ENSRNOG00000039241,Ythdc2,762736
12:466180-466537,-0.62,0.65,6.62E-01,ENSRNOG00000051294,Zar1l,24470,,16:37749214-37750012,-0.49,5.20E-01,5.34E-01,ENSRNOG00000049792,Glra3,0
2:197348247-197348988,-0.34,0.66,6.76E-01,ENSRNOG00000054851,5_8S_rRNA,138213,,1:56024220-56024702,-1.01,5.25E-01,5.39E-01,ENSRNOG00000013671,Vom2r9,128585
13:33528584-33529258,-0.37,0.68,6.95E-01,ENSRNOG00000053423,N/A,619545,,1:180897809-180898293,0.36,5.59E-01,5.73E-01,ENSRNOG00000039241,Ythdc2,1187606
12:480047-480326,-0.2,0.69,7.08E-01,ENSRNOG00000051294,Zar1l,10681,,3:41608-41914,-0.26,5.66E-01,5.80E-01,ENSRNOG00000058456,AABR07051177.1,31358
1:180971901-180973014,0.21,0.72,7.32E-01,ENSRNOG00000039241,Ythdc2,1112885,,9:13295810-13296230,-0.3,6.06E-01,6.20E-01,ENSRNOG00000011453,Kif6,0
1:180897809-180898293,-0.28,0.72,7.37E-01,ENSRNOG00000039241,Ythdc2,1187606,,12:1510242-1510795,-0.29,6.11E-01,6.25E-01,ENSRNOG00000055570,AABR07034940.2,0
13:33485685-33486243,0.2,0.72,7.37E-01,ENSRNOG00000053423,N/A,662560,,12:3352832-3353222,0.37,6.17E-01,6.30E-01,ENSRNOG00000053067,AABR07035008.1,32652
1:180738897-180739600,-0.23,0.73,7.42E-01,ENSRNOG00000039241,Ythdc2,1346299,,1:180557927-180558496,-0.25,6.61E-01,6.74E-01,ENSRNOG00000039241,Ythdc2,1527403
7:145727617-145728305,-0.15,0.73,7.45E-01,ENSRNOG00000054065,AABR07058976.1,0,,19:11302998-11303444,0.24,6.92E-01,7.05E-01,ENSRNOG00000025764,Mt1,61
1:180692744-180693203,-0.16,0.79,8.04E-01,ENSRNOG00000039241,Ythdc2,1392696,,13:33693766-33694284,-0.35,6.92E-01,7.05E-01,ENSRNOG00000053423,N/A,454519
13:33693766-33694284,0.22,0.79,8.05E-01,ENSRNOG00000053423,N/A,454519,,1:55736653-55737217,-0.42,7.05E-01,7.17E-01,ENSRNOG00000054834,AABR07001734.1,0
X:155857501-155858046,0.16,0.79,8.07E-01,ENSRNOG00000055562,Dkc1,0,,1:180738897-180739600,-0.29,7.08E-01,7.20E-01,ENSRNOG00000039241,Ythdc2,1346299
2:160885613-160886822,-0.19,0.81,8.19E-01,ENSRNOG00000046074,AABR07011278.1,593376,,1:180971901-180973014,-0.4,7.11E-01,7.22E-01,ENSRNOG00000039241,Ythdc2,1112885
16:21946146-21946485,-0.12,0.83,8.39E-01,ENSRNOG00000059091,AABR07024932.1,8683,,1:55713457-55713885,0.22,7.55E-01,7.65E-01,ENSRNOG00000054834,AABR07001734.1,0
16:22116419-22117450,-0.1,0.84,8.48E-01,ENSRNOG00000059091,AABR07024932.1,0,,14:47988066-47989148,-0.15,7.54E-01,7.65E-01,ENSRNOG00000057821,AABR07015165.1,180582
5:168753842-168754228,0.08,0.84,8.53E-01,ENSRNOG00000018602,Camta1,19547,,8:49186099-49186582,-0.16,7.64E-01,7.73E-01,ENSRNOG00000055883,U6atac,15274
12:3356859-3357578,0.15,0.85,8.55E-01,ENSRNOG00000053067,AABR07035008.1,36679,,X:36466533-36466965,-0.3,8.17E-01,8.26E-01,ENSRNOG00000003588,AABR07037960.1,186073
12:3352832-3353222,0.18,0.89,8.97E-01,ENSRNOG00000053067,AABR07035008.1,32652,,1:55734349-55735072,-0.13,8.18E-01,8.27E-01,ENSRNOG00000054834,AABR07001734.1,0
14:47988066-47989148,0.07,0.89,9.01E-01,ENSRNOG00000057821,AABR07015165.1,180582,,13:33570446-33571224,0.24,8.41E-01,8.49E-01,ENSRNOG00000053423,N/A,577579
2:197334093-197334880,-0.11,0.90,9.03E-01,ENSRNOG00000054851,5_8S_rRNA,124059,,16:21946146-21946485,-0.09,8.51E-01,8.59E-01,ENSRNOG00000059091,AABR07024932.1,8683
9:13295810-13296230,-0.05,0.92,9.26E-01,ENSRNOG00000011453,Kif6,0,,2:160885613-160886822,0.12,8.62E-01,8.69E-01,ENSRNOG00000046074,AABR07011278.1,593376
1:181286563-181286979,-0.05,0.93,9.31E-01,ENSRNOG00000039241,Ythdc2,798920,,13:33485685-33486243,-0.13,8.67E-01,8.73E-01,ENSRNOG00000053423,N/A,662560
4:77447788-77448106,-0.08,0.93,9.33E-01,ENSRNOG00000059013,AABR07060519.1,1165,,13:42747871-42748188,-0.16,8.84E-01,8.89E-01,ENSRNOG00000021553,Nckap5,0
1:55704199-55705311,0.02,0.94,9.44E-01,ENSRNOG00000054834,AABR07001734.1,2087,,1:180692744-180693203,0.06,8.95E-01,8.99E-01,ENSRNOG00000039241,Ythdc2,1392696
1:180557927-180558496,0.02,0.97,9.73E-01,ENSRNOG00000039241,Ythdc2,1527403,,4:77447788-77448106,0.16,8.95E-01,8.99E-01,ENSRNOG00000059013,AABR07060519.1,1165
1:181198906-181199778,-0.02,0.97,9.75E-01,ENSRNOG00000039241,Ythdc2,886121,,1:55704199-55705311,-0.04,9.16E-01,9.19E-01,ENSRNOG00000054834,AABR07001734.1,2087
1:55991070-55991460,0.02,0.99,9.86E-01,ENSRNOG00000013671,Vom2r9,95435,,12:3356859-3357578,0.07,9.31E-01,9.33E-01,ENSRNOG00000053067,AABR07035008.1,36679
1:55639995-55640306,0.01,0.99,9.88E-01,ENSRNOG00000057320,Y_RNA,16036,,X:155857501-155858046,0.04,9.53E-01,9.54E-01,ENSRNOG00000055562,Dkc1,0
6:76269512-76270408,5.99,1.00,1.00E+00,ENSRNOG00000007390,Nfkbia,0,,1:180703408-180703952,-0.03,9.68E-01,9.68E-01,ENSRNOG00000039241,Ythdc2,1381947
1:99056428-99056822,-5.18,1.00,1.00E+00,ENSRNOG00000043280,Vom2r37,0,,6:76269512-76270408,5.39,1.00E+00,1.00E+00,ENSRNOG00000007390,Nfkbia,0
8:64991168-64991769,4.07,1.00,1.00E+00,ENSRNOG00000051221,Rn60_8_0647.2,0,,1:99056428-99056822,-0.37,1.00E+00,1.00E+00,ENSRNOG00000043280,Vom2r37,0
7:129844347-129845116,5.16,1.00,1.00E+00,ENSRNOG00000053803,AABR07058656.1,0,,7:129844347-129845116,4.4,1.00E+00,1.00E+00,ENSRNOG00000053803,AABR07058656.1,0
