PeakCoordinates,log2 Fold Change MR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change MR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
1:181078550-181078946,0.56,0.469,0.551,ENSRNOG00000039241,Ythdc2,1006953,,10:57184751-57185040,0.55,0.287,0.3370,ENSRNOG00000033508,Mink1,307
12:19328464-19328942,0.24,0.473,0.555,ENSRNOG00000001355,Taf6,0,,9:16543488-16543886,0.79,0.291,0.3410,ENSRNOG00000016315,Cnpy3,0
6:29375604-29376215,0.2,0.475,0.555,ENSRNOG00000005371,Klhl29,0,,1:81412954-81413392,0.62,0.293,0.3430,ENSRNOG00000019915,Xrcc1,0
6:51356461-51356885,0.3,0.474,0.555,ENSRNOG00000009079,Prkar2b,79,,8:132790588-132791225,0.34,0.297,0.3480,ENSRNOG00000006244,Lztfl1,0
6:135304337-135305046,0.28,0.478,0.559,ENSRNOG00000008035,Cinp,0,,16:20399924-20400664,0.59,0.3,0.3510,ENSRNOG00000022753,Mast3,0
12:47073797-47074391,0.27,0.478,0.559,ENSRNOG00000011222,Dynll1,0,,7:12819816-12820700,0.44,0.303,0.3530,ENSRNOG00000009028,Rnf126,140
10:87250052-87250457,0.5,0.482,0.563,ENSRNOG00000033617,Krt26,1421,,5:78324121-78324499,0.43,0.302,0.3530,ENSRNOG00000014869,Wdr31,0
13:99136503-99137158,0.24,0.484,0.564,ENSRNOG00000003247,Sde2,0,,7:120891523-120891865,0.66,0.305,0.3560,ENSRNOG00000013892,Cby1,75
14:107302895-107303483,0.35,0.484,0.564,ENSRNOG00000009220,Tmem17,0,,1:281101610-281102128,0.45,0.307,0.3580,ENSRNOG00000009523,Rab11fip2,173
5:141430619-141430918,0.47,0.483,0.564,ENSRNOG00000026610,Akirin1,0,,16:7082028-7082376,0.72,0.313,0.3650,ENSRNOG00000018075,Spcs1,0
9:105032446-105032847,0.34,0.488,0.568,ENSRNOG00000031146,Slco6d1,162065,,1:11907307-11907653,-0.6,0.313,0.3650,ENSRNOG00000051831,5_8S_rRNA,715
20:46215189-46215573,0.48,0.488,0.569,ENSRNOG00000043186,Ppil6,0,,3:113251789-113252190,0.34,0.315,0.3660,ENSRNOG00000014230,Map1a,0
10:75149514-75150050,0.27,0.492,0.573,ENSRNOG00000008635,Mks1,0,,3:8449924-8450340,0.52,0.314,0.3660,ENSRNOG00000014584,Odf2,0
1:219349390-219349773,-0.41,0.5,0.581,ENSRNOG00000018553,Pitpnm1,0,,4:77877062-77877507,0.47,0.316,0.3670,ENSRNOG00000007064,Zfp746,129993
10:108425284-108425698,0.32,0.5,0.581,ENSRNOG00000045791,Eif4a3,79,,14:80355426-80355775,0.38,0.316,0.3680,ENSRNOG00000008474,Acox3,7
13:51113674-51114293,0.21,0.502,0.582,ENSRNOG00000030743,Myog,12166,,1:141116366-141116801,0.48,0.32,0.3710,ENSRNOG00000016689,Fanci,3365
1:180972120-180973021,0.36,0.501,0.582,ENSRNOG00000039241,Ythdc2,1112878,,9:65916962-65917290,0.5,0.321,0.3730,ENSRNOG00000024085,Tmem237,0
20:45342862-45343196,0.34,0.503,0.584,ENSRNOG00000000587,Rpf2,0,,1:164831017-164831357,0.65,0.322,0.3740,ENSRNOG00000018164,Spcs2,0
1:194917381-194917664,0.57,0.506,0.586,ENSRNOG00000058825,SNORD116,13,,13:73056601-73057068,0.46,0.324,0.3750,ENSRNOG00000000042,Xpr1,0
14:84150508-84150975,0.35,0.508,0.588,ENSRNOG00000024945,Dusp18,0,,15:4092174-4092659,0.39,0.326,0.3770,ENSRNOG00000027012,Usp54,0
1:55736619-55737217,0.29,0.515,0.596,ENSRNOG00000054834,AABR07001734.1,0,,5:144067223-144067712,0.41,0.332,0.3840,ENSRNOG00000026978,Oscp1,0
8:26888243-26888619,-0.27,0.517,0.598,ENSRNOG00000006931,Eepd1,129919,,16:74072523-74072894,0.42,0.332,0.3840,ENSRNOG00000054572,AABR07026361.2,0
1:117144719-117145625,-0.83,0.517,0.598,ENSRNOG00000059608,SNORD116,296,,15:32887920-32888386,0.36,0.333,0.3850,ENSRNOG00000009090,Dad1,0
3:55926073-55926483,0.26,0.52,0.600,ENSRNOG00000024335,Fastkd1,0,,1:78967923-78968367,0.43,0.334,0.3860,ENSRNOG00000016907,Ppp5c,0
4:119888964-119889502,0.35,0.521,0.601,ENSRNOG00000027722,H1fx,0,,6:135259353-135259822,0.33,0.337,0.3880,ENSRNOG00000007850,Mok,0
1:115408487-115408938,0.34,0.521,0.601,ENSRNOG00000055881,SNORA17,74376,,1:80231739-80232323,0.37,0.338,0.3900,ENSRNOG00000046667,Fosb,10030
3:160047000-160047501,0.26,0.521,0.601,ENSRNOG00000059169,AABR07054554.1,0,,2:178209943-178210417,0.66,0.341,0.3930,ENSRNOG00000032009,LOC499643,0
2:197348261-197349017,-0.69,0.528,0.608,ENSRNOG00000054851,5_8S_rRNA,138227,,2:148150609-148151008,0.47,0.346,0.3980,ENSRNOG00000017427,Pfn2,100172
5:114721765-114722163,0.42,0.533,0.614,ENSRNOG00000008907,Fggy,0,,13:82607518-82607916,0.38,0.349,0.4000,ENSRNOG00000002884,Blzf1,140
11:71601492-71601922,0.3,0.537,0.618,ENSRNOG00000001758,Tctex1d2,0,,5:164844445-164844837,0.43,0.348,0.4000,ENSRNOG00000008345,Clcn6,0
14:46643648-46644028,0.29,0.542,0.623,ENSRNOG00000059852,Rn5-8s,2138,,14:84150508-84150975,0.44,0.347,0.4000,ENSRNOG00000024945,Dusp18,0
16:20399924-20400664,0.35,0.544,0.625,ENSRNOG00000022753,Mast3,0,,1:71292655-71292972,0.68,0.349,0.4000,ENSRNOG00000033906,Zfp667,2319
9:106214455-106214886,0.23,0.544,0.625,ENSRNOG00000046623,AABR07068455.1,268125,,16:21819681-21820104,-0.47,0.349,0.4000,ENSRNOG00000055634,AABR07024908.1,12156
4:157612227-157612596,0.22,0.549,0.629,ENSRNOG00000018309,Chd4,0,,1:205842277-205842673,0.28,0.353,0.4040,ENSRNOG00000018327,Fank1,0
1:55702615-55703086,-0.24,0.551,0.632,ENSRNOG00000054834,AABR07001734.1,4312,,6:2886296-2886809,0.37,0.353,0.4040,ENSRNOG00000027343,Ttc39d,0
12:14676675-14677207,0.47,0.554,0.634,ENSRNOG00000001103,Sdk1,0,,10:108425284-108425698,0.4,0.353,0.4040,ENSRNOG00000045791,Eif4a3,79
13:73056601-73057068,0.36,0.554,0.635,ENSRNOG00000000042,Xpr1,0,,8:50309852-50310317,0.31,0.353,0.4040,ENSRNOG00000045931,Sik3,88
8:129927631-129928256,-0.28,0.555,0.636,ENSRNOG00000019271,Ulk4,8512,,10:58776313-58776801,0.3,0.358,0.4080,ENSRNOG00000014072,Txndc17,0
1:180852283-180852832,0.38,0.556,0.636,ENSRNOG00000039241,Ythdc2,1233067,,1:222495198-222495676,0.26,0.357,0.4080,ENSRNOG00000021179,Naa40,0
18:73359949-73360415,0.23,0.561,0.641,ENSRNOG00000017788,Katnal2,0,,2:26320345-26320827,0.38,0.357,0.4080,ENSRNOG00000025406,Iqgap2,0
12:47551615-47552031,0.39,0.564,0.644,ENSRNOG00000037566,RGD1560398,0,,5:152197982-152198392,0.4,0.364,0.4160,ENSRNOG00000051615,Hmgn2,0
14:46329542-46329899,0.42,0.57,0.651,ENSRNOG00000061254,AABR07015042.1,97,,10:96663432-96663933,0.28,0.368,0.4190,ENSRNOG00000024557,Cep112,0
19:41379350-41379817,0.2,0.571,0.652,ENSRNOG00000017178,Hydin,0,,10:15228053-15228520,0.35,0.368,0.4200,ENSRNOG00000020006,Wdr90,0
13:33570765-33571224,0.37,0.572,0.652,ENSRNOG00000053423,N/A,577579,,1:280103475-280103904,0.4,0.369,0.4210,ENSRNOG00000018310,Eno4,0
4:111323521-111323935,0.3,0.572,0.652,ENSRNOG00000055832,AABR07061237.1,78808,,6:107596608-107596965,0.52,0.37,0.4210,ENSRNOG00000042333,Dnal1,0
5:142267183-142267905,0.34,0.574,0.653,ENSRNOG00000049397,AABR07049880.1,35731,,12:48286160-48286607,0.3,0.372,0.4230,ENSRNOG00000028556,Usp30,0
3:124359983-124360502,0.26,0.575,0.655,ENSRNOG00000045581,LOC103691893,100228,,8:15595950-15596355,0.75,0.372,0.4230,ENSRNOG00000041897,5S_rRNA,134270
5:173098849-173099285,0.26,0.58,0.659,ENSRNOG00000017564,Mib2,34,,1:281377017-281377425,0.3,0.373,0.4240,ENSRNOG00000009830,Fam204a,184
2:187522120-187522493,0.23,0.579,0.659,ENSRNOG00000031778,Mef2d,0,,2:30340106-30340434,0.36,0.373,0.4240,ENSRNOG00000017864,Bdp1,0
6:107596608-107596965,0.31,0.58,0.659,ENSRNOG00000042333,Dnal1,0,,11:73078740-73079085,0.33,0.379,0.4300,ENSRNOG00000001730,Acap2,0
X:15112684-15113159,0.26,0.583,0.661,ENSRNOG00000039587,Wdr13,719,,18:73359949-73360415,0.33,0.379,0.4300,ENSRNOG00000017788,Katnal2,0
20:10680395-10680854,0.26,0.584,0.662,ENSRNOG00000053658,AABR07044569.1,0,,1:55714655-55715114,-0.3,0.383,0.4340,ENSRNOG00000054834,AABR07001734.1,0
17:89436392-89436860,0.44,0.588,0.666,ENSRNOG00000028913,LOC688970,15954,,20:45342862-45343196,0.4,0.384,0.4350,ENSRNOG00000000587,Rpf2,0
1:199216490-199216927,0.21,0.589,0.667,ENSRNOG00000039730,Orai3,89,,3:160047000-160047501,0.31,0.384,0.4350,ENSRNOG00000059169,AABR07054554.1,0
7:145727617-145728307,-0.24,0.59,0.667,ENSRNOG00000054065,AABR07058976.1,0,,1:181074756-181075150,-0.67,0.385,0.4360,ENSRNOG00000039241,Ythdc2,1010749
16:19303348-19303883,0.25,0.592,0.668,ENSRNOG00000014454,Ap1m1,0,,12:3352728-3353196,-1.1,0.386,0.4360,ENSRNOG00000053067,AABR07035008.1,32548
6:2886296-2886809,0.19,0.592,0.668,ENSRNOG00000027343,Ttc39d,0,,13:33570765-33571224,0.42,0.388,0.4390,ENSRNOG00000053423,N/A,577579
10:56154026-56154326,-0.32,0.592,0.668,ENSRNOG00000052688,Dnah2,0,,5:159734780-159735190,0.31,0.39,0.4400,ENSRNOG00000023346,Rsg1,0
20:40913215-40913929,0.7,0.591,0.668,ENSRNOG00000054949,AABR07072837.1,107803,,X:15112684-15113159,0.35,0.392,0.4430,ENSRNOG00000039587,Wdr13,719
8:49186112-49186610,0.25,0.594,0.670,ENSRNOG00000055883,U6atac,15246,,1:220868471-220868869,0.45,0.399,0.4490,ENSRNOG00000020617,Mus81,657
15:32887920-32888386,0.26,0.596,0.672,ENSRNOG00000009090,Dad1,0,,8:129927631-129928256,0.37,0.399,0.4500,ENSRNOG00000019271,Ulk4,8512
6:97834980-97835335,0.46,0.596,0.672,ENSRNOG00000009542,Kcnh5,37496,,12:24101871-24102299,0.31,0.402,0.4520,ENSRNOG00000001443,Rhbdd2,0
15:60766456-60767148,0.23,0.599,0.674,ENSRNOG00000009987,Akap11,0,,13:33503631-33504550,-0.92,0.401,0.4520,ENSRNOG00000053423,N/A,644253
6:43493958-43494298,0.33,0.6,0.675,ENSRNOG00000051650,Ywhaq,143,,1:226630424-226630934,0.27,0.405,0.4550,ENSRNOG00000020693,Tmem138,0
12:37425408-37425817,0.31,0.6,0.675,ENSRNOG00000052704,Atp6v0a2,0,,2:49363930-49364396,0.79,0.404,0.4550,ENSRNOG00000046657,LOC100910954,18019
20:13835794-13836221,0.21,0.601,0.676,ENSRNOG00000001237,Cabin1,0,,10:13826458-13826946,0.37,0.407,0.4570,ENSRNOG00000009224,E4f1,0
14:79445320-79445759,0.43,0.604,0.678,ENSRNOG00000006575,Ccdc96,0,,8:26888243-26888619,0.34,0.41,0.4600,ENSRNOG00000006931,Eepd1,129919
2:186140848-186141217,0.31,0.604,0.678,ENSRNOG00000016550,Dclk2,0,,6:132246156-132246496,0.39,0.409,0.4600,ENSRNOG00000007147,Cyp46a1,0
1:226502014-226502346,0.33,0.605,0.679,ENSRNOG00000030180,Lrrc10b,95,,17:89436392-89436860,0.91,0.413,0.4630,ENSRNOG00000028913,LOC688970,15954
12:6371540-6371981,0.18,0.606,0.679,ENSRNOG00000055643,SNORA67,17229,,16:78833189-78833504,0.39,0.419,0.4690,ENSRNOG00000030719,Csmd1,0
11:35677396-35677813,0.32,0.609,0.682,ENSRNOG00000001652,Erg,0,,14:46655423-46655864,-0.43,0.419,0.4690,ENSRNOG00000054945,AABR07015081.2,0
10:59259959-59260340,0.2,0.617,0.691,ENSRNOG00000016212,Ankfy1,0,,4:58006735-58007214,0.23,0.42,0.4700,ENSRNOG00000010950,Cep41,0
6:107632915-107633280,0.21,0.62,0.694,ENSRNOG00000010553,Pnma1,0,,2:44856899-44857285,0.55,0.425,0.4750,ENSRNOG00000010454,Ccno,0
10:55653748-55654123,0.27,0.622,0.696,ENSRNOG00000006519,Tmem107,0,,3:59152922-59153424,-0.25,0.426,0.4760,ENSRNOG00000001514,Cdca7,0
3:67537877-67538321,0.2,0.624,0.696,ENSRNOG00000006803,Dnajc10,0,,9:97298577-97298937,-0.51,0.434,0.4840,ENSRNOG00000019592,Iqca1,7939
4:81376809-81377295,0.19,0.623,0.696,ENSRNOG00000011944,Snx10,2652,,6:2969184-2969511,0.31,0.437,0.4870,ENSRNOG00000030319,Morn2,0
5:169260922-169261359,0.39,0.624,0.696,ENSRNOG00000022694,Plekhg5,0,,1:181072461-181073077,0.8,0.437,0.4870,ENSRNOG00000039241,Ythdc2,1012822
8:95895609-95895909,0.28,0.624,0.696,ENSRNOG00000059324,SNORA17,11943,,1:164226473-164226870,-0.34,0.442,0.4920,ENSRNOG00000027204,Map6,0
1:141116366-141116801,0.22,0.625,0.697,ENSRNOG00000016689,Fanci,3365,,8:23416371-23416803,0.44,0.444,0.4950,ENSRNOG00000026979,RGD1561444,0
1:59129495-59130094,0.17,0.631,0.702,ENSRNOG00000012692,Riok2,0,,20:21564401-21565024,0.21,0.45,0.5010,ENSRNOG00000000635,Arid5b,0
1:85323456-85323898,0.22,0.631,0.703,ENSRNOG00000019838,Gmfg,5489,,14:84392940-84393389,0.36,0.453,0.5040,ENSRNOG00000005218,Sf3a1,0
16:21770173-21770569,-0.18,0.632,0.703,ENSRNOG00000051631,AABR07024907.1,1907,,3:80348979-80349327,-0.33,0.454,0.5050,ENSRNOG00000014798,RGD1309540,0
6:136041078-136041373,0.2,0.633,0.704,ENSRNOG00000010330,Mark3,404,,1:59129495-59130094,0.23,0.466,0.5180,ENSRNOG00000012692,Riok2,0
1:181322506-181323193,-0.36,0.634,0.704,ENSRNOG00000039241,Ythdc2,762706,,6:109044395-109044806,0.28,0.467,0.5190,ENSRNOG00000006467,Eif2b2,0
1:182012618-182012864,0.34,0.636,0.706,ENSRNOG00000039241,Ythdc2,73035,,11:70967170-70967579,0.29,0.475,0.5270,ENSRNOG00000026420,Iqcg,0
2:30340106-30340434,0.2,0.637,0.707,ENSRNOG00000017864,Bdp1,0,,18:49195031-49195339,0.48,0.477,0.5290,ENSRNOG00000061456,AABR07032141.1,28475
12:24101871-24102299,-0.21,0.64,0.709,ENSRNOG00000001443,Rhbdd2,0,,5:150322789-150323217,-0.53,0.48,0.5320,ENSRNOG00000010531,Oprd1,0
1:11947357-11947782,0.5,0.641,0.710,ENSRNOG00000061685,pRNA,14968,,6:109110320-109110659,0.43,0.482,0.5340,ENSRNOG00000027115,Zc2hc1c,0
1:141973352-141973820,0.17,0.642,0.711,ENSRNOG00000061327,AABR07004421.1,8776,,8:65587228-65587928,0.27,0.483,0.5350,ENSRNOG00000012015,Lrrc49,0
10:13861081-13861400,-0.45,0.644,0.713,ENSRNOG00000003195,Caskin1,0,,10:55653748-55654123,0.33,0.488,0.5400,ENSRNOG00000006519,Tmem107,0
12:3352728-3353196,-0.4,0.65,0.719,ENSRNOG00000053067,AABR07035008.1,32548,,18:40123385-40123789,0.35,0.489,0.5410,ENSRNOG00000016612,Trim36,0
3:8449924-8450340,0.25,0.654,0.723,ENSRNOG00000014584,Odf2,0,,1:7101529-7101850,0.37,0.49,0.5420,ENSRNOG00000014908,Sf3b5,0
2:120316396-120316771,-0.2,0.656,0.724,ENSRNOG00000011440,Ccdc39,0,,20:7753204-7753787,0.3,0.493,0.5440,ENSRNOG00000000500,Scube3,6874
16:58731453-58731901,0.22,0.663,0.732,ENSRNOG00000032376,LOC688765,0,,3:110020970-110021359,0.29,0.494,0.5450,ENSRNOG00000005888,Fsip1,0
13:33503631-33504550,0.25,0.665,0.734,ENSRNOG00000053423,N/A,644253,,13:33485686-33486005,-1,0.495,0.5460,ENSRNOG00000053423,N/A,662798
11:70967170-70967579,-0.21,0.666,0.735,ENSRNOG00000026420,Iqcg,0,,16:58731453-58731901,0.3,0.502,0.5530,ENSRNOG00000032376,LOC688765,0
6:135608110-135608450,0.22,0.669,0.737,ENSRNOG00000008145,Traf3,2293,,7:117733813-117734209,0.28,0.503,0.5540,ENSRNOG00000015450,Ppp1r16a,0
7:120891523-120891865,0.25,0.67,0.737,ENSRNOG00000013892,Cby1,75,,11:36546568-36547006,0.32,0.505,0.5560,ENSRNOG00000028238,Sh3bgr,8410
12:37714096-37714479,0.26,0.672,0.739,ENSRNOG00000001074,Mphosph9,0,,20:12128592-12128954,0.24,0.508,0.5590,ENSRNOG00000001228,Pofut2,0
1:196883777-196884172,0.18,0.671,0.739,ENSRNOG00000015218,Nsmce1,0,,10:75149514-75150050,0.23,0.51,0.5610,ENSRNOG00000008635,Mks1,0
1:5149367-5149826,-0.26,0.674,0.741,ENSRNOG00000014290,Grm1,0,,3:67537877-67538321,0.25,0.512,0.5620,ENSRNOG00000006803,Dnajc10,0
10:45279067-45279663,-0.15,0.676,0.742,ENSRNOG00000049219,Rnf187,0,,10:105290063-105290514,0.21,0.512,0.5630,ENSRNOG00000049862,Rnf157,2976
2:235831468-235832041,0.16,0.678,0.744,ENSRNOG00000023322,Ostc,0,,4:85427642-85428027,0.27,0.521,0.5710,ENSRNOG00000011530,Fam188b,0
1:55714655-55715114,-0.19,0.677,0.744,ENSRNOG00000054834,AABR07001734.1,0,,8:118737688-118738183,0.24,0.521,0.5710,ENSRNOG00000020891,Kif9,6046
4:147756488-147757020,-0.18,0.679,0.745,ENSRNOG00000010952,Ift122,0,,20:40913215-40913929,-0.98,0.524,0.5740,ENSRNOG00000054949,AABR07072837.1,107803
X:361144-361935,-0.28,0.68,0.745,ENSRNOG00000054596,AABR07036679.1,100849,,1:265298767-265299121,0.34,0.526,0.5760,ENSRNOG00000016748,Poll,0
7:117733813-117734209,0.2,0.684,0.749,ENSRNOG00000015450,Ppp1r16a,0,,9:67199514-67199947,0.18,0.527,0.5770,ENSRNOG00000045014,5S_rRNA,6804
1:116751044-116751463,-0.25,0.688,0.753,ENSRNOG00000058531,SNORD115,0,,2:160885638-160886814,0.68,0.53,0.5790,ENSRNOG00000046074,AABR07011278.1,593401
6:123655924-123656402,0.16,0.692,0.756,ENSRNOG00000004709,Foxn3,78230,,8:130475067-130475527,0.19,0.53,0.5800,ENSRNOG00000025643,Ccdc13,0
16:49485030-49485460,-0.15,0.691,0.756,ENSRNOG00000038819,RGD1564308,0,,16:19303348-19303883,0.34,0.532,0.5810,ENSRNOG00000014454,Ap1m1,0
20:4411633-4411947,0.18,0.695,0.759,ENSRNOG00000000432,Fkbpl,0,,X:361144-361935,0.51,0.534,0.5830,ENSRNOG00000054596,AABR07036679.1,100849
1:72464426-72464844,0.14,0.697,0.759,ENSRNOG00000042414,Nat14,0,,1:55658333-55658681,0.47,0.541,0.5900,ENSRNOG00000057320,Y_RNA,34374
14:83067777-83068335,0.2,0.696,0.759,ENSRNOG00000055471,Ywhah,5354,,10:54511983-54512328,0.27,0.542,0.5910,ENSRNOG00000037718,Cfap52,0
10:46486575-46486926,0.19,0.696,0.759,ENSRNOG00000060588,AC128154.1,0,,5:19471385-19471887,0.21,0.543,0.5920,ENSRNOG00000009683,Sdcbp,0
1:238592670-238593048,0.25,0.698,0.761,ENSRNOG00000051262,Tmc1,151171,,3:8614498-8614840,0.26,0.546,0.5940,ENSRNOG00000015636,Wdr34,0
20:21564401-21565024,0.12,0.704,0.766,ENSRNOG00000000635,Arid5b,0,,14:23717742-23718173,0.33,0.547,0.5940,ENSRNOG00000021776,Cenpc,47268
18:38416626-38417616,0.29,0.704,0.766,ENSRNOG00000039260,RGD1563060,86847,,17:89389567-89390806,0.26,0.545,0.5940,ENSRNOG00000028913,LOC688970,62008
5:78324121-78324499,0.18,0.707,0.769,ENSRNOG00000014869,Wdr31,0,,1:55701095-55701538,-0.6,0.547,0.5940,ENSRNOG00000054834,AABR07001734.1,5860
16:74022913-74023303,-0.17,0.708,0.769,ENSRNOG00000025174,Kat6a,0,,1:55736619-55737217,-0.67,0.547,0.5940,ENSRNOG00000054834,AABR07001734.1,0
1:55764463-55764900,0.19,0.712,0.773,ENSRNOG00000054834,AABR07001734.1,10107,,1:99054740-99055418,-0.89,0.548,0.5950,ENSRNOG00000043280,Vom2r37,0
10:105553122-105553513,-0.18,0.714,0.774,ENSRNOG00000011007,Ube2o,137,,4:81376809-81377295,0.2,0.55,0.5970,ENSRNOG00000011944,Snx10,2652
1:82473588-82473988,-0.18,0.713,0.774,ENSRNOG00000028753,B9d2,0,,6:99817176-99817648,0.19,0.559,0.6060,ENSRNOG00000007336,Churc1,0
1:180783181-180783765,0.3,0.718,0.778,ENSRNOG00000039241,Ythdc2,1302134,,8:25669350-25669848,0.27,0.559,0.6060,ENSRNOG00000026589,Dpy19l1,0
14:46644874-46645295,0.43,0.719,0.779,ENSRNOG00000059852,Rn5-8s,871,,16:20585138-20585510,-0.26,0.563,0.6090,ENSRNOG00000019698,Ssbp4,0
13:33528638-33529265,0.2,0.72,0.780,ENSRNOG00000053423,N/A,619538,,1:185143090-185143478,0.21,0.563,0.6090,ENSRNOG00000020456,Nucb2,0
3:145005880-145006327,0.33,0.727,0.786,ENSRNOG00000031536,Syndig1,25873,,1:55704185-55705315,0.26,0.562,0.6090,ENSRNOG00000054834,AABR07001734.1,2083
1:56025301-56025903,-0.24,0.729,0.788,ENSRNOG00000013671,Vom2r9,129666,,3:55926073-55926483,0.25,0.564,0.6100,ENSRNOG00000024335,Fastkd1,0
1:164831017-164831357,0.23,0.73,0.789,ENSRNOG00000018164,Spcs2,0,,4:147756488-147757020,-0.22,0.572,0.6180,ENSRNOG00000010952,Ift122,0
20:7753204-7753787,-0.18,0.736,0.796,ENSRNOG00000000500,Scube3,6874,,20:4411633-4411947,0.27,0.577,0.6220,ENSRNOG00000000432,Fkbpl,0
10:97940761-97941224,0.2,0.737,0.796,ENSRNOG00000049876,Prkar1a,0,,3:80816049-80816422,0.32,0.576,0.6220,ENSRNOG00000017422,Ambra1,0
1:181198908-181199768,-0.19,0.741,0.799,ENSRNOG00000039241,Ythdc2,886131,,11:31103347-31103962,0.18,0.577,0.6220,ENSRNOG00000021399,RGD1306954,0
10:107242489-107242907,0.16,0.741,0.799,ENSRNOG00000043381,Cyth1,0,,9:81614963-81615321,0.33,0.578,0.6230,ENSRNOG00000014806,Pnkd,0
16:20486689-20487035,0.18,0.746,0.804,ENSRNOG00000019568,Jund,0,,19:41379350-41379817,0.2,0.583,0.6280,ENSRNOG00000017178,Hydin,0
1:197403006-197403316,0.29,0.752,0.809,ENSRNOG00000016722,Xpo6,97198,,1:219349390-219349773,0.18,0.585,0.6300,ENSRNOG00000018553,Pitpnm1,0
1:181014160-181015054,-0.18,0.751,0.809,ENSRNOG00000039241,Ythdc2,1070845,,3:148214179-148214510,0.35,0.587,0.6320,ENSRNOG00000021750,Id1,1030
20:40872942-40873503,0.2,0.756,0.813,ENSRNOG00000000815,Smpdl3a,72075,,11:53731634-53732037,0.2,0.594,0.6360,ENSRNOG00000001958,Ift57,0
17:78817341-78817761,0.16,0.757,0.814,ENSRNOG00000016283,Meig1,0,,9:30939336-30939789,0.35,0.594,0.6360,ENSRNOG00000012178,Lmbrd1,0
5:138462628-138463026,-0.14,0.759,0.816,ENSRNOG00000008560,Ccdc30,0,,19:37453911-37454359,0.17,0.593,0.6360,ENSRNOG00000017045,Zdhhc1,13441
14:47988071-47989145,0.13,0.761,0.817,ENSRNOG00000057821,AABR07015165.1,180585,,7:109315850-109316302,-0.28,0.594,0.6360,ENSRNOG00000035611,Mir30d,29307
6:132246156-132246496,0.14,0.763,0.819,ENSRNOG00000007147,Cyp46a1,0,,1:180719322-180719705,-0.19,0.591,0.6360,ENSRNOG00000039241,Ythdc2,1366194
9:10995179-10995630,0.11,0.769,0.824,ENSRNOG00000048509,Ubxn6,0,,14:47988071-47989145,-0.58,0.594,0.6360,ENSRNOG00000057821,AABR07015165.1,180585
11:36603081-36603472,0.16,0.769,0.824,ENSRNOG00000053650,AC142178.3,13470,,19:10024559-10025035,0.18,0.595,0.6370,ENSRNOG00000042179,Cfap20,0
2:178209943-178210417,0.19,0.772,0.827,ENSRNOG00000032009,LOC499643,0,,1:55650588-55651747,-0.19,0.596,0.6380,ENSRNOG00000057320,Y_RNA,26629
8:36607141-36607562,0.11,0.777,0.832,ENSRNOG00000011789,Cdon,18171,,13:72727096-72727644,0.21,0.596,0.6380,ENSRNOG00000057771,U6,6788
17:23857348-23857812,-0.15,0.778,0.832,ENSRNOG00000014007,Gfod1,0,,10:45279067-45279663,-0.17,0.605,0.6470,ENSRNOG00000049219,Rnf187,0
4:58006735-58007214,0.09,0.78,0.833,ENSRNOG00000010950,Cep41,0,,14:46643648-46644028,-0.23,0.607,0.6490,ENSRNOG00000059852,Rn5-8s,2138
2:49476615-49477203,0.13,0.779,0.833,ENSRNOG00000046657,LOC100910954,92515,,1:55734196-55735076,0.14,0.609,0.6500,ENSRNOG00000054834,AABR07001734.1,0
3:80348979-80349327,-0.12,0.786,0.839,ENSRNOG00000014798,RGD1309540,0,,1:182012618-182012864,-0.35,0.611,0.6520,ENSRNOG00000039241,Ythdc2,73035
7:11963686-11964016,0.17,0.791,0.844,ENSRNOG00000018529,Csnk1g2,419,,2:195724759-195725103,0.18,0.614,0.6550,ENSRNOG00000020875,Celf3,0
20:4879896-4880245,0.16,0.793,0.846,ENSRNOG00000051805,AABR07044408.1,0,,2:33841431-33841773,0.18,0.614,0.6550,ENSRNOG00000032735,Srek1,0
1:164226473-164226870,-0.13,0.795,0.847,ENSRNOG00000027204,Map6,0,,2:120316396-120316771,-0.19,0.623,0.6640,ENSRNOG00000011440,Ccdc39,0
6:99817176-99817648,0.09,0.797,0.849,ENSRNOG00000007336,Churc1,0,,12:2533979-2534535,-0.18,0.625,0.6650,ENSRNOG00000001057,Ctxn1,0
6:12157804-12158352,-0.12,0.797,0.849,ENSRNOG00000040110,Foxn2,20875,,1:131455703-131456257,0.18,0.625,0.6650,ENSRNOG00000010308,Nr2f2,0
8:118737688-118738183,-0.11,0.799,0.850,ENSRNOG00000020891,Kif9,6046,,13:33502599-33502970,0.62,0.629,0.6690,ENSRNOG00000053423,N/A,645833
13:110511232-110511646,0.09,0.813,0.863,ENSRNOG00000004487,Nek2,22,,13:50858952-50859410,0.28,0.632,0.6710,ENSRNOG00000003183,Fmod,14195
10:13826458-13826946,0.12,0.811,0.863,ENSRNOG00000009224,E4f1,0,,6:135608110-135608450,0.22,0.638,0.6780,ENSRNOG00000008145,Traf3,2293
5:57028279-57028543,-0.13,0.814,0.865,ENSRNOG00000007029,Dnaja1,0,,X:358546-359794,0.2,0.647,0.6870,ENSRNOG00000054596,AABR07036679.1,98251
